일자,시간,장소,대상,계,내역,집행방법,
2019-02-19,인천광역시청,10,100000,인천지속가능발전협의회 운영 계획 등에 관하여 의견 교환 등을 위한 간담,카드,,
2019-02-21,부라더목장,12,159500,둑실동 예비군훈련장 재배치 관련 민원 및 여론 청취를 위한 관계기관과의 간담,카드,,
2019-02-22,다미초밥,11,141000,인천영상산업 활성화를 위한 인천영상위원회 전문가 및 유관기관 관계자와 간담,카드,,
2019-02-25,삼화정,5,52000,어르신들을 위한 한의학 지원 관련 한의사회 관계자와 간담,카드,,
2019-02-27,신포집,8,94000,사회적 이슈 및 문화에 대한 여론청취를 위한 인천청년공간 유유기지 관계자와 간담,카드,,
,,,,,,,
2019-01-03,이디아커피,9,66400,인사위원회 위원의 노고에 대한 격려를 위한 간식,카드,,
2019-01-04,형제복집,8,87000,새해업무 토론 및 군구 연두방문 관련 관계자와 간담,카드,,
2019-01-07,,3,150000,소속 상근직원에 대한 경조사 비용 지급(김명규 등 3명),현금,,
2019-01-08,우성꽃농원,,3170000,"2018. 12월중 지역인사(지인 등) 경조사 근조, 축기 설치비",카드,,
2019-01-11,공무원노동조합 외 1,400,660000,1월 전문가 초청 강연에 따른 간식 구입,카드,,
2019-01-11,전복촌,7,96000,어울브랜드 활성화를 위한 관계자와 오찬 간담,카드,,
2019-01-14,,3,150000,소속 상근직원에 대한 경조사 비용 지급(최준택 외  2명),현금,,
2019-01-15,대한적십자사 인천지사,,5000000,2019년 적십자 특별회비 납부,카드,,
2019-01-16,다미초밥,6,60000,민관협치 추진 관련 유관기관 관계자와 오찬 간담,카드,,
2019-01-21,,4,200000,소속 상근직원에 대한 경조사 비용 지급(박미자 외  3명),현금,,
2019-01-21,쿡일레븐피자앤치킨,10,91700,2019 정기인사 관련 인사팀 직원 격려,카드,,
2019-01-22,과일정원,,100000,시장실 운영에 필요한 물품 및 내빈 방문을 위한 물품(과일 등),카드,,
2019-01-22,맛잡이해물천지,15,177000,클린인천 조성 관련 여론청취를 위한 유관기관 관계자와 간담,카드,,
2019-01-22,도미노피자,27,146600,2018년도 4분기 협업포인트 우수부서 간식 제공,카드,,
2019-01-25,경복궁,31,817000,인천시민사회단체와 인천시민의 힘 자문단과 오찬 간담,카드,,
2019-01-25,공무원노동조합 외 1,400,795000,전문가 초청 강연에 따른 조찬 간식 구입,카드,,
2019-01-28,전복촌,4,64000,버스 등 대중교통 관련 여론 청취를 위한 유관기관 관계자와 간담,카드,,
2019-01-29,시옌,62,1850000,"시정운영 방향 등 논의를 위한 3급이상 간부, 특보단과 간담",카드,,
2019-01-30,프라임에스앤지,229,8015000,현업격무부서 직원 격려를 위한 설명절 선물 구입,카드,,
2019-01-30,피자나라치킨공주,20,80600,도로정책 추진 관련 도로과 직원 격려,카드,,
2019-01-30,,,2700000,설 맞이 시민생활현장 방문에 따른 격려금 지출(서해5도특별경비단 외 5개기관),현금,,
,,,,,,,
2019-01-02,삼화리,9,167200,시민안전보험 가입관련 관계자와의 만찬 간담,카드,,
2019-01-03,김치조치,11,165000,미세먼지 저감사업 관련 소규모 배출사업장 관계자와 간담,카드,,
2019-01-07,남원추어탕,6,50000,생활체육 활성화를 위한 생활체육 관계자와 오찬 간담,카드,,
2019-01-14,에머이 구월점,4,45900,폐기물처리 개선방안 회의 관련 관계자와 오찬 간담,카드,,
2019-01-15,기쁨수산,11,212000,어르신 정책 추진 관련 여론청취를 위한 유관기관 관계자와의 간담,카드,,
2019-01-17,소선재푸드랩,12,228000,시정 현안사항 해결을 위해 국회 및 청와대 관계자와 오찬 간담,카드,,
2019-01-17,해원집,15,220000,시정 홍보 및 신년 인터뷰 관련 지역방송 관계자와 간담,카드,,
2019-01-18,유리네식당,11,170000,시도지사협의회 2019년 주요업무계획 등 추진 관련 행안부 등 관계자 간담,카드,,
2019-01-22,전복촌,3,64000,3.1운동 기념식 성공적 개최를 위한 준비 관계자와 간담,카드,,
2019-01-22,해원집,13,186000,시정현안 및 정책 고려사항 등 의견청취를 위한 유관기관 관계자와 간담,카드,,
2019-01-23,대도가,5,66000,중앙통합방위협의회 등 관련자와 추진계획 등에 관한 논의 위한 간담,카드,,
2019-01-23,하동관,4,60000,GTX 등 시정현안 해결을 위한 국회 보좌진과 간담,카드,,
2019-01-31,용인정,4,43000,설맞이 민생현장 방문 관련 우체국 택배 분류 관계자와 간담,카드,,
,,,,,,,
2018-12-03,공무원노동조합 외 1,,640000,전문가(충남도청 남성연) 초청 강연에 따른 조찬 간식 구입,카드,,
2018-12-03,,3,150000,소속 상근직원에 대한 경조사 비용(유수미 외 2명),현금,,
2018-12-07,페이투스㈜,138,2428800,11월분 직원 생일기념 케익공급(모바일상품권) 기성금 지출,카드,,
2018-12-07,대한결핵협회,,1000000,2018년도 크리스마스 씰 증정에 대한 성금 기탁,카드,,
2018-12-07,,3,150000,소속 상근직원 및 차하급기관의 대표자에 대한 경조사 비용(이윤형 외 2명),현금,,
2018-12-10,삿뽀르,47,1408000,"시군구 정책공유를 위한 시장-군수,구청장 정책회의 후 간담",카드,,
2018-12-11,공무원노동조합외1,400,660000,전문가 초청 강연에 따른 조찬 간식 구입,카드,,
2018-12-11,오리보감,29,450000,도로명주소 미래발전 공유를 통한 실무자  역량강화를 위한 간담회,카드,,
2018-12-13,우성꽃농원,,1435000,11월중 지역인사(지인 등) 경조사 시 근조기 및 축기 설치,카드,,
2018-12-14,배불리주먹밥,40,230000,노사합동 사랑의 연탄나눔 봉사활동 참가자 격려,카드,,
2018-12-14,삼화정,8,80000,시민인권보장 및 증진에 관한 조례안 에 따른 시위에 노고가 많은 방호 담당 격려,카드,,
2018-12-17,무한버섯나라,22,367000,인천항 발전 및 신규사업 발굴을 위한 항만과 직원 간담회 개최,카드,,
2018-12-18,,5,250000,소속 상근직원 및 차하급기관의 대표자에 대한 경조사 비용(박형수 외 4명),현금,,
2018-12-18,광어랑우럭이랑,5,130000,하반기 인사업무 등으로 노고가 많은 관계담당자 간담 및 격려,카드,,
2018-12-20,소문난해물 아구 전문,60,831000,원도심 디자인 명소화 토론을 통한 시민디자인한마당 및 시군구 공감워크숍 간담회,카드,,
2018-12-24,,1,50000,소속 상근직원 및 차하급기관의 대표자에 대한 경조사 비용(박성오),현금,,
2018-12-28,오미트,10,137000,2018 하반기 퇴임식 관련 행사 준비 및 진행 관계자 격려,카드,,
2018-12-28,도미노피자 외1,,381770,직원 구내식당 공무직과 시장과의 소통의 시간 운영 및 그동안 노고에 대한 격려,카드,,
2018-12-27,육등신,12,176400,인천지방국세청 개청 관련 관계자와 만찬 간담,카드,,
2018-12-31,,4,200000,소속 상근직원 및 차하급기관의 대표자에 대한 경조사 비용(이광석 외 3명),현금,,
2018-12-31,페이투스㈜,147,2587200,12월분 직원 생일기념 케익공급(모바일상품권) 기성금 지출,계좌,,
,,,,,,,
2018-12-03,삼대째손두부,5,47000,조직문화개선 용역관련 관계자와 간담,카드,,
2018-12-04,젊은농부해피타운,9,178000,제6차 OECD 세계포럼 관련 추진성과 및 향후 추진일정 논의를 위한 관계자와 간담,카드,,
2018-12-05,전복촌,8,80000,열린광장 조성 관련 교통문제 대책방안에 대한 논의위한 관계자와 간담,카드,,
2018-12-05,하동관,4,60000,제2경인선 조속 추진을 위한 국회 토론회 관계자와 간담,카드,,
2018-12-06,본도시락,12,120400,청년고용 우수기업 격려 및 기업관계자와 고용동향 등에 관한 논의 위한 간담,카드,,
2018-12-06,참토우,6,93000,장애인 정책방향 및 장애인 활동지원 등 논의를 위한 장애인단체와 간담,카드,,
2018-12-07,구내식당,11,220000,의정비심의위원회 오찬 간담회,카드,,
2018-12-10,대도가,16,217000,인천창업포럼 창립총회 개최 관련 관계자와 사전 협의 및 간담,카드,,
2018-12-10,사도시,8,243000,민관협치 방향정립과 활성화 방안 토론회 개최에 따른 업무협의 간담회,카드,,
2018-12-11,다미초밥,9,90000,"열린광장 조성 관련 공원, 녹지 전문가와 간담",카드,,
2018-12-12,윤'육개장,5,48000,연안항운아파트 민원 관련 관계자와 먼담 및 격려,카드,,
2018-12-13,취홍,19,485000,기획행정위원회 의원 및 관계부서 직원과의 오찬 간담,카드,,
2018-12-13,샘모루,7,90000,시 혁신방향 설정을 위한 전문가 컨설팅 간담,카드,,
2018-12-14,양백,4,100600,인천사랑전자상품권 활성화를 위한 시민대토론회 개최관련 관계자와 간담,카드,,
2018-12-17,연참치,17,255000,중동구 관통도로 개설 문제점 해결을 위한 민관협의회 간담회,카드,,
2018-12-17,장어랑민물장,8,123000,시정현안에 대한 여론 청취를 위한 유관기관 관계자와 간담,카드,,
2018-12-17,산과바다애,15,320000,시정현안 설명 및 동절기 학교 난방 용품 시설 등 지원 관련 간담,카드,,
2018-12-18,젊은농부해피타운,19,296000,시정현안 및 인천시 교육발전 방안 등에 관한 논의를 위한 관계자 등과 간담,카드,,
2018-12-18,일미산장,24,490000,기획행정위원회 재난 안전시설 현장 방문에 따른 간담,카드,,
2018-12-19,우도광,11,175000,남항주변지역 환경정책 관련 환경분야 관계자와 간담,카드,,
2018-12-19,취홍,8,82000,인천 항공산업 육성을 위한 시민정책 네트워크 관계자와 면담 및 간담,카드,,
2018-12-20,바다양푼이동태탕,6,42000,시 체육발전을 위한 원로 체육인과 오찬 간담,카드,,
2018-12-20,황제쭈꾸미,12,187000,인천 시정 홍보와 원도심 균형발전에 관한 심도있는 논의,카드,,
2018-12-20,영주셀프한우,3,24000,의용소방대 한마음 다짐 결의대회 후 관계자와 만찬,카드,,
2018-12-21,명동보리밥,18,490000,2018년도 주요사업 실적보고 및 2019년도 자원봉사 활성화를 위한 자원봉사센터와 간담,카드,,
2018-12-22,이도참치,19,327000,경인고속도로 일반화사업 범시민협의회 위원과 일반화 사업 등에 관한 간담,카드,,
2018-12-26,현대물텀벙,12,302000,재난안전특별교부세 확보를 위한 중앙부처 관계자와 간담회 개최,카드,,
2018-12-27,형제복집,24,480000,스마트도시 인천 구축을 위한 스마트도시 전문가 간담회,카드,,
2018-12-27,우렁찬한우,108,3270000,2018년 출입언론사 송년간담회,카드,,
2018-12-28,산호집,25,450000,2018 송년제야의 밤 행사 관련 유관기관 관계자와 간담,카드,,
2018-12-28,이도참치,18,456000,공공기관 CEO 정책공유 간담회,카드,,
2018-12-28,초심플러스,8,153000,2019 새해맞이 현충탑 참배 관련 보훈단체 관계자와 간담,카드,,
2018-12-29,진우심가,10,201000,인천시정의 발전과 2019년 안녕 기도 및 기독계 방향과 지원에 관한 간담,카드,,
,,,,,,,
2018-11-05,,4,200000,소속 상근직원에 대한 경조사 비용(한재봉 외 3명),현금,,
2018-11-05,경복궁,6,98000,도시철도 등 교통국 현안사항 논의 및 오찬 간담,카드,,
2018-11-02,삿뽀로,7,104000,현안점검 회의 후 관계자 오찬 간담,카드,,
2018-11-02,장어랑민물장어,6,60000,제3회 인천역사 바로알기 도전골든벨 부서 관계자 만찬 간담,카드,,
2018-11-06,명가원설농탕,21,300000,광역버스 및 준공영제 담당과 업무공유 및 소통을 위한 간담,카드,,
2018-11-08,,,-50000,소속 상근직원에 대한 경조사 비용 반납,,,
2018-11-09,영월감자옹심이,12,286000,구내식당 운영방안 논의 및 근무자 노고 격려,카드,,
2018-11-12,연참치,21,247000,아트센터 개관 관련 부서별 협조사항 등 협의후 관계자 오찬 간담,카드,,
2018-11-12,보통날의파스타,8,96100,실국별 추진행사 관련 회의후 관계자와 오찬 간담,카드,,
2018-11-12,페이투스㈜,138,2939200,10월분 직원 생일기념 케익공급(모바일상품권) 기성금 지출,계좌,,
2018-11-12,,5,250000,소속 상근직원에 대한 경조사 비용(박선희 외 4명),현금,,
2018-11-15,신차이,37,570000,건축행정 건실화 공감 워크숍,카드,,
2018-11-15,송추가마골,23,245000,제안적극 참여 직원과 격려하고 대화의 시간을 위한 간담,카드,,
2018-11-16,해월토장집,20,288000,도서관 운영 활성화 방안 및 근무자 애로사항 청취를 위한 간담,카드,,
2018-11-19,,4,200000,소속 상근직원에 대한 경조사 비용(김은숙 외 3명),현금,,
2018-11-19,해남수산,23,360000,청원경찰과 시장과의 소통을 위한 대화 및 노고 격려를 위한 간담,카드,,
2018-11-19,우성꽃농원,,1785000,10월중 지역인사(지인 등) 경조사 근조기 축기 설치비,카드,,
2018-11-20,홈플러스,,261280,시장실 운영에 필요한 물품 및 내빈 방문을 위한 물품 구입,카드,,
2018-11-20,참치킹,14,225000,시의회 시정질문 관련 답변자료 작성 관계자 회의후 만찬 간담,카드,,
2018-11-21,피자나라치킨공주,22,93600,2019 예산편성에 따른 예산담당관실 직원 격려,카드,,
2018-11-23,진흥통상비엔에이치,,2950000,"지역특산품 홍보, 타 기관 방문, 시책사업 협력증진을 위한 기념품 구입",카드,,
